id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0nLRdLNqBO7EdyRdiixjRk,0.651,0.462,7,-7.006,1,0.0334,0.703,0.0,0.351,0.556,104.303,4
4n5ADe8XASjCLGPNfpXePm,0.573,0.901,0,-4.924,0,0.0434,0.405,0.111,0.307,0.794,98.454,4
6aOCgLtyi4vuXKjZSYXqAF,0.63,0.678,11,-6.412,1,0.0526,0.052,0.00015,0.265,0.533,109.966,4
6CnhVZB5YPF3tu2KQI2vMB,0.432,0.569,6,-4.432,0,0.0407,0.564,0.0,0.127,0.335,74.965,4
15AhbX3z27BVNYMdW0VCnm,0.759,0.57,1,-8.108,1,0.0524,0.247,0.00109,0.0977,0.836,155.994,4
3xUoFmauSdcqntvnmc39XZ,0.753,0.461,8,-8.857,0,0.0585,0.496,0.000372,0.116,0.897,103.919,4
2REu6wX4KKrG6uGlTKVqu6,0.5,0.701,0,-6.261,0,0.0499,0.0302,8.97e-06,0.307,0.159,123.985,4
3oH46UAHp6v8DfHQkPR53T,0.643,0.334,11,-7.236,1,0.0476,0.676,1.27e-06,0.116,0.196,177.855,3
6rAGFY9D3ah6Lb7fUgbNNH,0.447,0.553,0,-4.817,1,0.0322,0.212,0.0,0.165,0.252,149.877,4
0DK4rrbkJ8afieZSdKvCgU,0.602,0.851,11,-4.473,0,0.286,0.255,0.0,0.111,0.869,177.916,4
3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,4
5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,4
0gEcmyKlIUoi3sHTFVO1bE,0.87,0.637,5,-8.368,0,0.0614,0.497,3.15e-05,0.205,0.78,120.99,4
1fP3bbDuZBE2hiih9ZQhb1,0.405,0.811,8,-3.82,1,0.0528,0.0407,0.000221,0.0727,0.63,175.018,4
7J0X99bQBKgbTqjyaU1A9X,0.721,0.711,9,-5.768,1,0.0718,0.00907,0.0,0.0705,0.918,149.981,4
52CBUrIdyf8tbZaUY9iawE,0.634,0.928,1,-1.609,1,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,4
2X49Ch1iHwKG0sXVkLmp7e,0.738,0.802,0,-3.827,0,0.0572,0.588,1.82e-05,0.234,0.744,104.95,4
4bzdFCiqEGDBjshBNdAerM,0.664,0.496,5,-9.51,1,0.0274,0.0551,1.23e-05,0.25,0.61,82.988,4
4FRFL7Fh3f5ITwqTFp2uGJ,0.718,0.4,2,-6.901,1,0.0315,0.0341,0.00143,0.109,0.429,86.014,4
51ODNNDZm21HU7wI7cccRr,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,4
5aDaDlIrhFeXUPcBqxGisR,0.573,0.387,1,-6.205,1,0.0408,0.736,0.0,0.117,0.661,133.528,4
7k4nq8yIKuDh7bqYG2xSIX,0.721,0.619,6,-4.234,0,0.0499,0.463,0.0,0.0959,0.494,139.783,4
1L5fnN5nHQ5OaV8JScSUtw,0.646,0.697,11,-8.726,0,0.0542,0.0226,1.17e-06,0.129,0.645,150.023,4
6PERP62TejQjgHu81OHxgM,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,4
1pPt0CIA1NRezD9jX9U6YB,0.709,0.455,7,-11.117,1,0.0285,0.0834,0.0,0.0944,0.731,90.002,4
35PKfoynRpVFoAUE3D5Kc6,0.432,0.388,10,-7.687,1,0.1,0.776,0.0,0.112,0.256,177.549,3
3Cde8b7yb2aackAemL2nS8,0.338,0.904,0,-3.855,1,0.0587,0.167,1.23e-06,0.0785,0.674,141.257,4
3vTdv1S138Sv6Xhxf5QcfT,0.401,0.196,0,-13.299,1,0.0346,0.812,0.0,0.154,0.171,105.001,4
5bKWr2jjQ8dEynxT6lVjfn,0.657,0.806,11,-6.665,1,0.0519,0.102,0.0157,0.106,0.748,154.848,4
3orJ0XpgXRG1LTA521BpDz,0.786,0.588,1,-3.777,0,0.165,0.0503,0.0,0.167,0.685,75.011,4
6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4
0EghAPhvvRv454pW0cWY9M,0.73,0.803,10,-7.56,1,0.0416,0.0059,0.000276,0.131,0.773,111.954,4
5zqObw7wjBgL9TDiAymxPn,0.595,0.759,11,-4.245,0,0.0423,0.141,0.0,0.172,0.515,80.953,4
3xxmjMvJsSR3L7mUOxP9QA,0.569,0.692,9,-4.683,1,0.0323,0.0167,3.78e-05,0.126,0.737,141.632,4
71BD7jwEW0JSE44U6e6yfz,0.52,0.307,0,-16.509,1,0.0345,0.952,0.53,0.0941,0.515,140.008,4
3T6D9G9qXHLqpUxdRW0S7b,0.695,0.727,0,-6.589,0,0.0405,0.0573,0.0,0.19,0.537,101.992,4
2RTkEYOLYDQtjWFGNZtvpT,0.712,0.671,4,-7.198,0,0.112,0.125,0.0,0.0954,0.446,160.028,4
0dhw2WjJZBsbBDv0Ipdgbw,0.598,0.444,2,-8.683,0,0.0327,0.68,1.94e-05,0.142,0.286,113.919,4
5YqdiryRmdAzYFlxo43hAJ,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,4
2WJVFqVQ3ivhAoAQWzEzeL,0.555,0.879,9,-2.484,0,0.0983,0.011,0.0,0.298,0.691,113.852,4
03UrZgTINDqvnUMbbIMhql,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,4
1RSBK5VWdjPjHEmRhAkS4Q,0.659,0.877,11,-5.089,0,0.0288,0.0878,0.0,0.094,0.471,119.992,4
2Y0iGXY6m6immVb2ktbseM,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4
0smyCrJiibi2uwCiq5R1vj,0.547,0.707,0,-8.74,1,0.0338,8.14e-05,0.000149,0.285,0.654,119.576,4
3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,4
37wGyevmejZMooT7jo5pnC,0.583,0.503,7,-5.419,0,0.0348,0.793,7.42e-06,0.0779,0.763,117.49,4
4MsM490ozlFBivGU79mnAF,0.713,0.939,5,-3.609,0,0.0372,0.11,5.88e-06,0.331,0.88,108.034,4
3s5OWUD1uDxTKOvM7FNF8q,0.42,0.243,11,-12.448,1,0.045,0.891,0.0,0.0981,0.268,167.278,3
3wH9KuHeuYHNRF2Yt6z0cc,0.542,0.398,10,-6.533,1,0.0263,0.75,0.0,0.104,0.561,78.063,4
2N4idqj9TT3HnH2OFT9j0v,0.709,0.496,1,-10.528,0,0.0417,0.581,0.195,0.151,0.469,78.477,4
1Fxp4LBWsNC58NwnGAXJld,0.753,0.88,4,-4.689,0,0.0806,0.087,0.0,0.24,0.794,115.057,4
6wp8MFCXy2U6hAoLGnlxJn,0.682,0.454,1,-9.297,0,0.0584,0.0163,0.0,0.0683,0.0734,115.971,4
5q6IRuwGaKsa1bciAR5QJe,0.639,0.413,4,-10.25,0,0.0382,0.467,0.0,0.227,0.22,111.941,4
4ahI2IdM0Z1e7dLopcNJQi,0.723,0.829,8,-6.133,0,0.103,0.797,0.0278,0.136,0.8,96.96,4
0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,4
0MCVpro2z225UeB2KY1hgK,0.445,0.83,0,-3.03,1,0.0885,0.0303,0.000117,0.261,0.135,94.222,4
5uEYRdEIh9Bo4fpjDd4Na9,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,4
1Jrrjn30MNNzetRHTwGxvw,0.735,0.696,0,-7.097,0,0.0574,0.0562,0.0292,0.0594,0.955,94.973,4
4aosx8uOGPG9aJjm0Dj4dN,0.689,0.687,7,-7.832,1,0.0361,0.0674,0.0,0.0933,0.247,109.98,4
0YFNNYpyTRQ2llkk6rjTfX,0.62,0.586,2,-5.873,1,0.0447,0.0133,2.03e-06,0.0986,0.475,171.906,4
60ynsPSSKe6O3sfwRnIBRf,0.749,0.463,11,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028,4
779UN3kabApm2zfqX549vf,0.626,0.453,7,-9.295,1,0.0306,0.816,1.91e-06,0.0904,0.494,129.958,4
3uahX9Gi4Syz5OsXO2w1eN,0.609,0.895,2,-2.809,1,0.0375,0.000324,0.000438,0.0831,0.368,123.044,4
2CLB1qOBXhCNAfW7PDZlO9,0.816,0.227,9,-9.775,0,0.0544,0.871,0.0,0.0993,0.579,79.052,4
043T1ZzD0qHoesyfZhseGn,0.529,0.364,6,-8.112,0,0.0381,0.748,0.0,0.0913,0.384,75.024,4
0lkQOB949M2gLyut86aJ1b,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4
6dmn3JGXRPPSgqalEC0lyr,0.585,0.457,7,-7.809,0,0.0516,0.345,0.0,0.321,0.132,143.793,4
3xpQxTEDkUvsSd5y21LJsx,0.398,0.189,1,-12.146,0,0.0367,0.701,2.21e-06,0.149,0.295,107.798,3
5kMsIT4VEUP1ck2a6VjFp5,0.62,0.835,9,-6.711,0,0.0319,0.273,0.00339,0.113,0.699,99.022,4
0xtRShSDM9MNsaARH6hJkF,0.788,0.533,4,-8.81,1,0.0573,0.119,1.29e-05,0.212,0.633,131.047,4
15OCqNPYoLziEAsbVnqRj5,0.616,0.576,11,-5.495,0,0.0532,0.0723,0.0,0.375,0.269,89.962,4
6MGqmeyY220QBylctkuTcn,0.471,0.398,9,-8.337,0,0.0447,0.875,2.29e-05,0.0987,0.301,133.085,4
2tb2iqeUIeOHz2eqUANAl1,0.37,0.57,4,-8.316,0,0.0361,0.285,0.0054,0.102,0.362,113.595,4
1jfxr7knjiUEk0us86bRBz,0.447,0.192,1,-9.83,1,0.034,0.888,0.0,0.0969,0.33,138.8,3
6uDBSDI9pDM7C4Gm0hc2hI,0.756,0.211,5,-17.646,1,0.409,0.784,8.65e-06,0.11,0.307,81.253,4
0YezbVaqpBYCIgG1FcKa7P,0.371,0.337,1,-13.038,0,0.0311,0.902,0.000705,0.0966,0.194,75.967,5
7GEVxaFoPtAzEdmJ96mZKa,0.376,0.703,0,-5.215,0,0.0517,0.741,0.0,0.167,0.285,87.828,4
0Mjm1d3HKx2SV8t98O9EQL,0.768,0.215,3,-10.33,1,0.0626,0.907,1.13e-05,0.117,0.219,131.167,4
7CKR3FcBqSsGcgce0ECe1z,0.836,0.756,10,-5.441,0,0.124,0.0524,0.0291,0.0606,0.803,153.989,4
43b1sAhXptGHyelc3knOOQ,0.397,0.81,4,-5.495,1,0.0433,0.0147,0.025,0.168,0.459,110.876,4
1c6K9kEbKoR6TnxeEGgfCn,0.405,0.155,0,-12.775,1,0.056,0.921,1.2e-06,0.116,0.152,68.694,4
6WBr8kINUWO14iuQSjgNI0,0.665,0.414,11,-8.336,0,0.0414,0.87,0.0,0.0723,0.614,88.104,4
3xPQjLZPY3kP04wmBAkNjF,0.724,0.692,10,-5.79,1,0.0404,0.0336,9.41e-05,0.0862,0.668,95.012,4
3mm6lswif4uxTlRylpPJSU,0.545,0.572,2,-5.564,0,0.0328,0.605,0.0,0.0601,0.365,128.288,4
6DtZXSfr5Ar5EWuTV9SPqV,0.657,0.822,4,-6.071,0,0.0785,0.108,0.0,0.34,0.597,82.011,4
7FdUvDkaE24o3FPIWTvzv2,0.542,0.732,9,-5.956,1,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,4
4MQLMRjKFmNsz646FyAZ2k,0.518,0.529,11,-10.027,1,0.0624,0.833,0.000145,0.108,0.262,119.131,4
0lH7FmyRrbHpYDE12V1P6S,0.51,0.718,1,-6.129,0,0.0439,0.00183,0.0,0.14,0.713,199.992,4
3KliPMvk1EvFZu9cvkj8p1,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,4
2qxaz5QYepErEqmg5U4Rix,0.711,0.505,3,-11.035,1,0.0291,0.61,0.00132,0.101,0.605,125.961,3
4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4
21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,4
5SOtMNn8hIoWM8vR35WGrR,0.66,0.483,9,-6.491,0,0.268,0.0744,0.00103,0.105,0.44,177.585,4
6PERP62TejQjgHu81OHxgM,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,4
6jg5SRvdGxvJ0DzNV0UqEK,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,4
4NoQzRnuWaDBVR0Lt6VjXd,0.612,0.529,4,-5.317,0,0.0294,0.22,0.0,0.341,0.3,139.979,4
4rPzJZqLHE1b5rx6WbFvqe,0.669,0.627,5,-5.415,0,0.0622,0.216,3.26e-05,0.158,0.643,180.043,4
0sY6ZUTh4yoctD8VIXz339,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,4
2UoYpyHniLvAagpOrA7xyV,0.572,0.695,7,-7.929,0,0.028,0.00298,0.123,0.171,0.252,140.005,4
5mcD4M6ERcFxeB2T6oe4dZ,0.917,0.628,1,-7.542,1,0.188,0.362,0.273,0.102,0.828,103.993,4
77e0lnvWMyji6LrUlNSYhZ,0.717,0.762,9,-7.419,1,0.0398,0.0456,0.758,0.0866,0.408,122.022,4
4AI1l2vhT0g9QcvtWAVy9T,0.501,0.82,4,-4.545,0,0.0764,0.078,0.0,0.25,0.703,92.089,4
2jawvO0d6xVWB5hhEm2vX7,0.7,0.545,5,-6.987,0,0.0319,0.666,0.0,0.107,0.489,94.975,4
6YyHpPQbPcOp8Mvcd8eVfT,0.561,0.604,0,-6.821,1,0.0598,0.441,1.55e-05,0.177,0.769,174.074,4
67RGFObGLxBAJDLrukSusE,0.797,0.446,1,-6.078,1,0.394,0.0306,0.0,0.0915,0.234,160.095,4
4lIdQyBHrG64fMHfKtNrN3,0.624,0.427,7,-7.788,1,0.0551,0.695,0.0,0.391,0.532,131.195,4
0ety2yTiWVKeqQeaed4Spj,0.542,0.465,2,-7.736,1,0.027,0.491,0.0,0.0737,0.464,74.911,4
5R3H0yslJMmfiIq6WnqrId,0.774,0.445,4,-8.747,0,0.054,0.579,1.29e-06,0.367,0.545,138.01,4
7i2xVGqiF5FBPvLg6PLHX3,0.725,0.716,9,-5.448,1,0.0349,0.00945,0.0,0.119,0.904,150.074,4
7BoobGhD4x5K96Me0hqC8Q,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4
5lpprFIsvi7RaztA4nlQfr,0.716,0.885,1,-4.348,0,0.0333,0.0614,0.0,0.253,0.833,128.043,4
7A8aH1rRwbcQuIGEZsVwfy,0.552,0.659,4,-3.515,0,0.0521,0.398,7.56e-06,0.329,0.283,139.976,4
4dBY1BPPzeouOIZuuKE2Jg,0.463,0.336,0,-6.488,0,0.0644,0.989,0.00149,0.149,0.758,80.253,4
0A1fsMSdALXC5D0MjQKQEH,0.714,0.392,5,-10.873,1,0.0842,0.849,0.0,0.0779,0.656,145.001,4
4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,4
41dVlK27YdGZR1cGQQmt7Y,0.485,0.392,5,-7.744,0,0.0302,0.787,0.0,0.111,0.313,71.375,4
1TMWcbxL5YF8rKsFHv5hAP,0.664,0.724,7,-5.457,1,0.116,0.171,0.0,0.13,0.697,144.052,4
43p28wQBFKN8DS5925Matp,0.632,0.759,9,-5.792,1,0.0415,0.112,0.0,0.113,0.74,135.086,4
4MSmAXjcdrspd2RxUxdtT3,0.8,0.876,6,-0.882,1,0.113,0.0148,0.0,0.218,0.912,100.025,4
2ocXJYrJavY7KTqIyTZNsD,0.488,0.523,4,-8.55,0,0.0315,0.331,0.00028,0.149,0.0553,160.047,4
6fNhZRFEkBfgW39W3wKARJ,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,4
21UkXrc9kD48rNpTMI2ecz,0.807,0.659,11,-6.92,1,0.332,0.0224,0.0,0.309,0.438,82.465,4
50IaPDdTYcMAvBWE5q0LE3,0.715,0.18,3,-9.335,1,0.0433,0.736,0.0,0.127,0.242,123.087,4
4L4dPjtEVEpZ0ER2deHAJA,0.727,0.431,2,-10.007,0,0.0937,0.173,2.84e-05,0.0813,0.157,94.95,4
4E1pKkT6mCjB5UsqXM1ggv,0.738,0.941,0,-2.78,1,0.0831,0.162,0.0,0.142,0.799,100.017,4
7zEz7q43xjzbRSUar4yH3m,0.882,0.839,4,-3.193,1,0.082,0.156,0.0,0.132,0.71,117.032,4
5qNh5WtzMbfpSj2jLlBkoD,0.634,0.285,9,-14.007,0,0.0807,0.937,0.000359,0.232,0.203,129.65,4
72QN4En2X8QFxqJV6pvxzR,0.688,0.228,8,-12.337,1,0.0351,0.907,0.0,0.131,0.419,109.771,3
3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,4
5GkQIP5mWPi4KZLLXeuFTT,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,4
2PoSxZdnV7rL1Bxlh0vmuv,0.701,0.558,1,-8.002,1,0.0285,0.814,0.000936,0.15,0.408,135.963,4
7iqqjQINhAvsNNwXWMU8ga,0.741,0.164,11,-12.18,0,0.0334,0.924,0.000889,0.108,0.299,100.491,3
3WjJsxVGgv338WTJjqMMUo,0.603,0.724,7,-6.843,1,0.0265,0.00135,1.02e-05,0.184,0.387,129.984,4
3IB5qOeMayvpOdHxYCL5tZ,0.591,0.848,9,-4.397,0,0.0828,0.137,0.0,0.372,0.386,105.922,4
2MHEBMTdz8POCwewLjO6CO,0.438,0.703,7,-7.069,1,0.0265,0.493,0.000979,0.0866,0.645,175.881,4
2cc8Sw1OnCuA5bV8nqWqpE,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,4
1OGVFkHHzgupyil0N386Q5,0.578,0.894,2,-4.671,1,0.0593,0.00158,7.51e-06,0.383,0.522,139.99,4
6jg5SRvdGxvJ0DzNV0UqEK,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,4
6ssR8XxeSyPytTMkSaJn9e,0.847,0.608,8,-4.925,1,0.0645,0.511,0.0,0.0862,0.707,104.993,4
36RSTxIzBjAj8l47ZLIhMw,0.82,0.604,8,-4.64,1,0.137,0.446,0.000125,0.0984,0.886,162.776,4
6Sc4kso1yXPuhdY0Fyazbj,0.534,0.258,2,-8.007,0,0.0313,0.944,0.0,0.171,0.512,88.771,4
6pnwfWyaWjQiHCKTiZLItr,0.266,0.294,7,-11.938,0,0.0291,0.771,0.697,0.107,0.0397,137.941,3
30U858jspmM5gcFlCGm3Ar,0.718,0.93,6,-4.719,0,0.088,0.0166,0.0,0.206,0.765,128.003,4
6ORqU0bHbVCRjXm9AjyHyZ,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,4
13bwrVGjmhOqDdw9MiaS76,0.704,0.657,1,-9.431,0,0.0934,0.00873,0.000226,0.297,0.527,107.931,4
0TAHhMjG17P5pzlSm1sgSl,0.802,0.325,10,-9.327,1,0.0466,0.164,0.162,0.156,0.648,110.995,4
6EoXGCeTcvw8vZT9alKAbK,0.703,0.639,0,-7.341,1,0.0316,0.00976,0.468,0.165,0.622,138.048,4
1zI4rRduWHPSCGqG1PoKri,0.65,0.677,11,-6.506,0,0.095,0.0628,0.0,0.0412,0.722,93.814,4
2L5mT1gX8dCEnnx8OTDZDf,0.752,0.568,2,-8.235,0,0.0893,0.14,0.0,0.127,0.511,102.09,4
0Va8lyvb2RN7gmcvksF0Hp,0.606,0.67,1,-10.091,0,0.0363,0.0228,0.647,0.348,0.274,121.674,4
5XtALdbvCcixHVE0lAOFkF,0.574,0.452,7,-9.982,0,0.111,0.898,0.00145,0.161,0.13,89.901,4
3VqeTFIvhxu3DIe4eZVzGq,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4
4ePP9So5xRzspjLFVVbj90,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,4
5HNUTNNpyjpfhfQ6iIjeSY,0.555,0.459,9,-15.192,1,0.0362,0.614,3.73e-06,0.0844,0.694,156.796,4
42et6fnHCw1HIPSrdPprMl,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,4
5USjMSf2G7LTsY0bvKHdT4,0.607,0.503,2,-7.406,1,0.0703,0.446,0.0,0.173,0.473,135.606,4
5YBVDvidglFYJ91KxU8xCT,0.812,0.722,6,-5.736,0,0.0725,0.176,0.0,0.325,0.855,97.925,4
5RaBjKNTbFKBI9Z5Hfl0yd,0.639,0.657,8,-6.077,1,0.0526,0.226,0.0,0.0878,0.873,100.0,4
4R08fSLXE7LFNJAuNh1avy,0.719,0.487,10,-6.074,0,0.206,0.57,9.82e-05,0.0948,0.819,204.563,4
6DtZXSfr5Ar5EWuTV9SPqV,0.657,0.822,4,-6.071,0,0.0785,0.108,0.0,0.34,0.597,82.011,4
0WGn8xhpPumX73lECUY5Yo,0.724,0.867,0,-5.913,1,0.08,0.00145,0.0,0.135,0.681,96.015,4
04yfprdwbPNibN8M6vE8NQ,0.69,0.91,9,-4.103,1,0.083,0.163,0.0,0.0665,0.664,120.986,4
1JA0tPLWaGL7wuHcPcgT9T,0.806,0.441,5,-9.599,1,0.197,0.0277,0.0,0.453,0.804,114.927,4
2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,4
3udadddodhQy5HcvWEb4i9,0.598,0.661,1,-3.597,0,0.0946,0.0106,3.33e-06,0.302,0.671,121.281,5
1Y53CXQCPFejUPc0yOOc5f,0.465,0.256,9,-9.653,0,0.0787,0.947,0.0,0.102,0.341,168.353,4
3A0ITFj6kbb9CggwtPe55f,0.436,0.655,7,-8.153,1,0.159,0.425,0.0,0.393,0.523,139.712,4
2SDswD3RdceDWthkgCrCCU,0.603,0.618,1,-5.184,1,0.0319,0.0232,0.0,0.118,0.323,112.114,3
1c78R0z8nQZcRfXm71JNIC,0.617,0.48,7,-8.706,1,0.053,0.139,0.0,0.11,0.204,154.007,4
0HUTL8i4y4MiGCPId7M7wb,0.346,0.944,9,-9.874,1,0.0485,4.16e-05,0.565,0.0546,0.403,179.63,4
5UNCOsLJ9I45AmOwrKjHPK,0.713,0.199,1,-12.006,0,0.0418,0.696,0.0,0.103,0.704,97.823,4
3LTsG4S10Vn8meTCB4R0jj,0.485,0.23,6,-9.279,1,0.0417,0.838,0.0,0.108,0.137,77.404,4
6UnCGAEmrbGIOSmGRZQ1M2,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,4
3VqCsVD7KaKSKEPYco4P8S,0.8,0.841,10,-3.771,0,0.073,0.355,0.000694,0.0784,0.711,100.0,4
7gr1ROZKMVPyBoRcycQ7Uk,0.712,0.537,1,-7.144,1,0.0562,0.429,0.0,0.107,0.556,112.041,4
13bwrVGjmhOqDdw9MiaS76,0.704,0.657,1,-9.431,0,0.0934,0.00873,0.000226,0.297,0.527,107.931,4
2uwXGXzeoSDxXzNvnsUtij,0.819,0.566,10,-6.598,0,0.304,0.0611,0.0,0.107,0.82,91.986,4
7hVK6T6lsXFeTIxTlHGhGU,0.61,0.456,3,-8.659,1,0.0968,0.407,0.0,0.138,0.576,72.089,4
3f9Xt5Bcu1QooplxlTPEtb,0.568,0.453,4,-7.453,1,0.0258,0.626,0.0224,0.135,0.224,134.996,4
27L8sESb3KR79asDUBu8nW,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4
7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4
27tDoZsybt3KvJWTDoW9id,0.443,0.459,0,-8.955,1,0.074,0.546,1.05e-06,0.307,0.565,87.064,5
3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,4
4siZLgCKM0IKnD1ek6Bt4d,0.575,0.314,2,-7.048,1,0.0344,0.763,0.0,0.101,0.653,150.459,4
6wi0w8KfsjhWc77CwGGSkq,0.503,0.342,2,-8.028,1,0.0375,0.857,0.0,0.0916,0.392,82.677,4
4ywdchqXzNiX5S8YqKzGtA,0.743,0.68,5,-4.344,0,0.103,0.112,0.12,0.183,0.694,180.059,4
24EtJ2vTx6CtaP32S6Arn2,0.709,0.517,7,-8.077,1,0.0335,0.277,0.118,0.484,0.429,105.369,4
6Tio0ZoDeSQnI7EBAqWer2,0.476,0.594,5,-6.879,1,0.135,0.0599,0.0,0.0785,0.314,159.702,4
7BEm1s1Xt3kfym5ivfNQ8V,0.728,0.412,2,-9.236,1,0.302,0.624,0.00051,0.0964,0.502,77.861,4
7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,4
02ngknj0t9XPYW9hGN8lo1,0.573,0.96,6,-2.578,1,0.0543,0.000945,0.00194,0.068,0.617,97.983,4
6iT0ZdQcHwzQDNcAC2oDKX,0.261,0.277,1,-8.143,0,0.031,0.572,1.4e-06,0.0859,0.0617,179.077,3
62TgOlkDBX3cieVBXnSNze,0.673,0.782,0,-5.456,1,0.0817,0.00166,1.85e-05,0.341,0.883,135.082,4
21FgHK5OHDvgNxW3ZgqIfp,0.542,0.493,11,-8.022,1,0.0254,0.861,5.72e-05,0.151,0.273,101.022,4
3qOpvMuSUo9oDlD8fwg5g7,0.723,0.903,6,-4.825,0,0.135,0.299,0.0,0.146,0.78,103.021,4
2YN9er8vFWOZvb1Dn1Rllp,0.5,0.606,1,-7.988,0,0.0702,0.588,0.0,0.0871,0.251,159.956,4
2sX7lJXsOYGP1Us6CqM9t1,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,4
71VYBoYhBvclwz9vucBUfP,0.804,0.615,8,-6.129,1,0.0702,0.0921,0.0,0.0421,0.647,91.967,4
1gvOtEVNMU5WRhfDCenpAN,0.388,0.233,1,-11.769,1,0.0357,0.814,0.0,0.087,0.238,164.247,3
19sKVQdaW5zvhKuIFX2RDR,0.615,0.744,4,-3.993,1,0.0741,0.136,3.33e-06,0.0839,0.683,121.828,4
6MDOdb1gsa78SWE46yMiPJ,0.507,0.365,2,-8.175,1,0.03,0.805,0.0,0.0833,0.248,123.969,4
2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,4
0LYQVYp8WakLB6RSyOXNBM,0.496,0.413,1,-9.671,1,0.0751,0.556,0.0,0.125,0.192,87.592,4
5bfyO9R6raJctlhVpXzPG4,0.673,0.427,6,-7.629,0,0.0458,0.143,0.000112,0.105,0.393,113.556,4
2XIwD3NmkwkFFohxfqcYxB,0.627,0.688,1,-4.883,0,0.0682,0.171,2.29e-06,0.131,0.224,155.955,4
2JR7RCUN6pZIoyNzaqxdUa,0.602,0.595,8,-10.337,1,0.0339,0.182,8.44e-06,0.0812,0.962,84.362,4
68CKJyvTF8KUf8xS906Vja,0.868,0.562,5,-7.063,0,0.0534,0.277,1.95e-06,0.115,0.614,114.025,4
